Phase,Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
 1 Locwood ,7,1,Low, F,449,Small_Unit,2100000,4677,20/8/2012,North East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,9,1,Low, D,551,Middle_Unit,2450000,4446,20/8/2012,North,10. Poor Street (Light Rail Track / Road),500,2
 6 Maywood ,7,1,Low, G,544,Middle_Unit,2318000,4261,20/8/2012,South East,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,5,28,High, C,551,Middle_Unit,2500000,4537,17/8/2012,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,9,37,High, E,446,Small_Unit,2320000,5202,17/8/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,6,29,High, F,441,Small_Unit,2328000,5279,17/8/2012,North,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,1,28,High, B,633,Large_Unit,2900000,4581,17/8/2012,South,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,13,16,Mid, G,547,Middle_Unit,2650000,4845,16/8/2012,East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,3,9,Low, E,446,Small_Unit,2150000,4821,16/8/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,6,15,Mid, C,546,Middle_Unit,2605000,4771,16/8/2012,South East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,1,6,Low, D,546,Middle_Unit,2368000,4337,16/8/2012,North East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,13,29,High, E,446,Small_Unit,2390000,5359,16/8/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,8,10,Low, C,546,Middle_Unit,2580000,4725,15/8/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,14,21,Mid, C,546,Middle_Unit,2580000,4725,15/8/2012,North West,10. Poor Street (Busy Road),1400,2
 2 Sherwood ,4,24,Mid, B,633,Large_Unit,2950000,4660,15/8/2012,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,9,35,High, E,446,Small_Unit,2380000,5336,15/8/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,5,8,Low, D,547,Middle_Unit,2438000,4457,15/8/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,9,Low, E,441,Small_Unit,2300000,5215,14/8/2012,North East,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,2,22,Mid, B,633,Large_Unit,2680000,4234,13/8/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,1,26,High, C,551,Middle_Unit,2600000,4719,13/8/2012,North East,10. Poor Street (Light Rail Track / Road),450,2
 2 Sherwood ,2,4,Low, E,448,Small_Unit,2220000,4955,13/8/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,10,7,Low, C,546,Middle_Unit,2463000,4511,13/8/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,9,28,High, C,546,Middle_Unit,2580000,4725,13/8/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,12,16,Mid, E,446,Small_Unit,2190000,4910,13/8/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,10,1,Low, F,442,Small_Unit,2038000,4611,13/8/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,4,5,Low, E,448,Small_Unit,2028000,4527,13/8/2012,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,4,8,Low, H,552,Middle_Unit,2480000,4493,10/8/2012,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,5,12,Mid, G,544,Middle_Unit,2680000,4926,10/8/2012,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,13,32,High, A,635,Large_Unit,3000000,4724,10/8/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,6,1,Low, F,442,Small_Unit,2000000,4525,10/8/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 1 Locwood ,14,24,Mid, F,449,Small_Unit,2188000,4873,10/8/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 3 Chestwood ,5,30,High, H,549,Middle_Unit,2530000,4608,10/8/2012,South East,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,2,15,Mid, F,449,Small_Unit,2160000,4811,10/8/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,8,19,Mid, E,448,Small_Unit,2300000,5134,10/8/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,5,7,Low, E,448,Small_Unit,2245000,5011,9/8/2012,North East,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,8,20,Mid, F,442,Small_Unit,2150000,4864,9/8/2012,North West,10. Poor Street (Busy Road),1500,2
 6 Maywood ,1,33,High, G,544,Middle_Unit,2600000,4779,9/8/2012,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,3,8,Low, D,551,Middle_Unit,2300000,4174,9/8/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 3 Chestwood ,1,23,Mid, A,636,Large_Unit,2890000,4544,9/8/2012,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,3,15,Mid, E,448,Small_Unit,2520000,5625,9/8/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,12,16,Mid, C,551,Middle_Unit,2310000,4192,8/8/2012,South,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,1,1,Low, G,544,Middle_Unit,2320000,4265,8/8/2012,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,3,33,High, E,448,Small_Unit,2245000,5011,7/8/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,3,33,High, F,442,Small_Unit,2310000,5226,7/8/2012,East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,2,17,Mid, D,551,Middle_Unit,2480000,4501,7/8/2012,South,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,6,6,Low, E,448,Small_Unit,2050000,4576,7/8/2012,North West,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,10,33,High, E,446,Small_Unit,2375000,5325,7/8/2012,North West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,14,4,Low, A,638,Large_Unit,2650000,4154,6/8/2012,East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,8,Low, C,544,Middle_Unit,2380000,4375,6/8/2012,North East,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,8,37,High, A,635,Large_Unit,3100000,4882,3/8/2012,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,5,2,Low, D,551,Middle_Unit,2400000,4356,3/8/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,8,27,High, A,629,Large_Unit,2600000,4134,3/8/2012,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,6,3,Low, F,442,Small_Unit,2000000,4525,3/8/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 1 Locwood ,13,9,Low, A,639,Large_Unit,2800000,4382,3/8/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 2 Sherwood ,3,7,Low, D,551,Middle_Unit,2380000,4319,3/8/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,10,18,Mid, E,446,Small_Unit,2160000,4843,2/8/2012,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,12,34,High, E,1002,Large_Unit,6280000,6267,2/8/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,14,33,High, B,633,Large_Unit,3078000,4863,2/8/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 3 Chestwood ,3,31,High, E,448,Small_Unit,2160000,4821,1/8/2012,North,8. Normal (Poor Direction - N/W),1300,4.5
 1 Locwood ,6,18,Mid, F,449,Small_Unit,2280000,5078,1/8/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,14,5,Low, G,548,Middle_Unit,2360000,4307,1/8/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,1,1,Low, H,552,Middle_Unit,2300000,4167,31/7/2012,East,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,6,20,Mid, F,441,Small_Unit,2150000,4875,31/7/2012,North,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,3,9,Low, D,546,Middle_Unit,2328000,4264,31/7/2012,North,8. Normal (Poor Direction - N/W),1300,4.5
 6 Maywood ,3,19,Mid, E,441,Small_Unit,2300000,5215,31/7/2012,North,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,7,3,Low, D,547,Middle_Unit,2400000,4388,31/7/2012,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,20,Mid, F,441,Small_Unit,2280000,5170,31/7/2012,East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,12,20,Mid, H,549,Middle_Unit,2500000,4554,30/7/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,9,1,Low, D,547,Middle_Unit,2280000,4168,30/7/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,10,24,Mid, F,449,Small_Unit,2300000,5122,30/7/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,10,24,Mid, E,448,Small_Unit,2300000,5134,30/7/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,14,2,Low, F,442,Small_Unit,2050000,4638,30/7/2012,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,1,26,High, E,446,Small_Unit,2260000,5067,27/7/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,5,10,Low, F,449,Small_Unit,2020000,4499,27/7/2012,South West,1. Premium Plus (Full Park),500,9
 2 Sherwood ,1,35,High, H,549,Middle_Unit,2950000,5373,27/7/2012,East,6. Normal (Good Direction - S/E),500,6
 7 Kenswood ,12,25,Mid, D,544,Middle_Unit,2610000,4798,27/7/2012,North West,10. Poor Street (Busy Road),1400,2
 6 Maywood ,1,2,Low, B,623,Large_Unit,2643000,4242,26/7/2012,South West,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,3,4,Low, F,449,Small_Unit,1878000,4183,25/7/2012,East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,13,7,Low, H,550,Middle_Unit,2300000,4182,25/7/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 5 Lynwood ,8,30,High, H,547,Middle_Unit,2500000,4570,24/7/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,8,5,Low, F,442,Small_Unit,2000000,4525,23/7/2012,North West,10. Poor Street (Busy Road),1400,2
 2 Sherwood ,4,34,High, E,448,Small_Unit,2206800,4926,20/7/2012,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,1,1,Low, A,631,Large_Unit,2520000,3994,20/7/2012,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,4,10,Low, G,547,Middle_Unit,2520000,4607,20/7/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,5,6,Low, A,638,Large_Unit,2850000,4467,19/7/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,12,26,High, E,446,Small_Unit,2290000,5135,18/7/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,1,32,High, H,549,Middle_Unit,2280000,4153,18/7/2012,East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,14,27,High, F,449,Small_Unit,2088000,4650,18/7/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,5,20,Mid, E,448,Small_Unit,2310000,5156,17/7/2012,North East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,2,19,Mid, F,449,Small_Unit,2200000,4900,17/7/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,6,9,Low, B,633,Large_Unit,2600000,4107,17/7/2012,South East,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,3,26,High, C,551,Middle_Unit,2460000,4465,17/7/2012,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,4,14,Mid, H,549,Middle_Unit,2400000,4372,17/7/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,4,28,High, F,449,Small_Unit,2090000,4655,17/7/2012,West,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,2,24,Mid, H,549,Middle_Unit,2560000,4663,17/7/2012,North,8. Normal (Poor Direction - N/W),1300,4.5
 1 Locwood ,11,21,Mid, C,551,Middle_Unit,2500000,4537,16/7/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 3 Chestwood ,5,19,Mid, F,449,Small_Unit,2055000,4577,13/7/2012,South West,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,4,6,Low, A,638,Large_Unit,2600000,4075,13/7/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,7,30,High, E,446,Small_Unit,2325000,5213,12/7/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,3,29,High, F,449,Small_Unit,2060000,4588,12/7/2012,East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,14,23,Mid, F,449,Small_Unit,2080000,4633,12/7/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 6 Maywood ,1,11,Mid, E,441,Small_Unit,2000000,4535,12/7/2012,East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,8,5,Low, E,441,Small_Unit,2040000,4626,11/7/2012,North West,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,2,9,Low, F,442,Small_Unit,1960000,4434,11/7/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,3,5,Low, C,551,Middle_Unit,2300000,4174,11/7/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,4,2,Low, G,548,Middle_Unit,1900000,3467,10/7/2012,North East,6. Normal (Good Direction - S/E),500,6
 3 Chestwood ,3,32,High, G,548,Middle_Unit,3180000,5803,10/7/2012,South East,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,9,15,Mid, D,547,Middle_Unit,2388000,4366,9/7/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 6 Maywood ,2,2,Low, D,544,Middle_Unit,2450000,4504,6/7/2012,North East,4. Good Open (Distant Greenery),1500,7
 6 Maywood ,2,2,Low, C,544,Middle_Unit,2430000,4467,6/7/2012,North East,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,9,20,Mid, E,448,Small_Unit,2250000,5022,6/7/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,6,13,Mid, G,547,Middle_Unit,2580000,4717,6/7/2012,South,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,3,16,Mid, F,449,Small_Unit,2050000,4566,6/7/2012,East,10. Poor Street (Light Rail Track / Road),450,2
 2 Sherwood ,4,35,High, D,551,Middle_Unit,2450000,4446,6/7/2012,South,1. Premium Plus (Full Park),500,9
 7 Kenswood ,6,1,Low, D,547,Middle_Unit,2380000,4351,6/7/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,9,9,Low, C,546,Middle_Unit,2418000,4429,6/7/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,2,8,Low, C,546,Middle_Unit,2320000,4249,6/7/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,12,20,Mid, C,551,Middle_Unit,2430000,4410,5/7/2012,South,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,8,2,Low, G,547,Middle_Unit,1980000,3620,5/7/2012,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,8,Low, B,623,Large_Unit,2830000,4543,4/7/2012,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,3,22,Mid, C,546,Middle_Unit,2688000,4923,4/7/2012,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,8,32,High, A,629,Large_Unit,3500000,5564,4/7/2012,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,12,20,Mid, D,551,Middle_Unit,2400000,4356,4/7/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,8,10,Low, F,442,Small_Unit,2200000,4977,4/7/2012,North West,10. Poor Street (Busy Road),1500,2
 1 Locwood ,13,20,Mid, E,448,Small_Unit,2200000,4911,3/7/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,6,14,Mid, G,547,Middle_Unit,2500000,4570,3/7/2012,South,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,6,14,Mid, H,550,Middle_Unit,2550000,4636,3/7/2012,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,2,22,Mid, D,544,Middle_Unit,2350000,4320,3/7/2012,South,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,8,15,Mid, B,633,Large_Unit,3000000,4739,29/6/2012,East,10. Poor Street (Light Rail Track / Road),500,2
 6 Maywood ,8,19,Mid, B,623,Large_Unit,3200000,5136,29/6/2012,East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,12,2,Low, F,449,Small_Unit,2010000,4477,29/6/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,7,1,Low, G,547,Middle_Unit,2320000,4241,29/6/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,2,25,Mid, F,442,Small_Unit,2180000,4932,28/6/2012,East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,11,25,Mid, F,442,Small_Unit,1998000,4520,27/6/2012,West,10. Poor Street (Busy Road),1400,2
 6 Maywood ,2,10,Low, H,544,Middle_Unit,2460000,4522,22/6/2012,West,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,5,24,Mid, D,544,Middle_Unit,2300000,4228,22/6/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,1,29,High, F,442,Small_Unit,2080000,4706,22/6/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,10,16,Mid, B,630,Large_Unit,2800000,4444,22/6/2012,East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,7,5,Low, B,623,Large_Unit,2850000,4575,21/6/2012,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,4,15,Mid, A,638,Large_Unit,2903800,4551,20/6/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,3,22,Mid, C,546,Middle_Unit,2400000,4396,20/6/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,8,32,High, H,540,Middle_Unit,3150000,5833,20/6/2012,South,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,5,32,High, E,446,Small_Unit,2100000,4709,20/6/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,2,26,High, E,448,Small_Unit,2180000,4866,19/6/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,6,11,Mid, G,548,Middle_Unit,2368000,4321,19/6/2012,South,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,4,9,Low, E,448,Small_Unit,2090000,4665,19/6/2012,South West,1. Premium Plus (Full Park),500,9
 2 Sherwood ,3,33,High, F,449,Small_Unit,2250000,5011,19/6/2012,East,6. Normal (Good Direction - S/E),500,6
 5 Lynwood ,1,23,Mid, F,442,Small_Unit,2380000,5385,18/6/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,12,14,Mid, G,548,Middle_Unit,2560000,4672,18/6/2012,North,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,1,14,Mid, H,550,Middle_Unit,2510000,4564,18/6/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,2,26,High, B,630,Large_Unit,2830000,4492,15/6/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,2,6,Low, E,448,Small_Unit,2208000,4929,15/6/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,8,9,Low, H,549,Middle_Unit,2388000,4350,15/6/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,3,29,High, D,544,Middle_Unit,2380000,4375,15/6/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 6 Maywood ,7,13,Mid, D,544,Middle_Unit,2630000,4835,15/6/2012,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,3,25,Mid, F,441,Small_Unit,2168000,4916,15/6/2012,East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,12,23,Mid, D,551,Middle_Unit,2505000,4546,15/6/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,6,13,Mid, F,449,Small_Unit,2120000,4722,15/6/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,6,19,Mid, B,630,Large_Unit,2730000,4333,14/6/2012,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,3,31,High, D,540,Middle_Unit,2550000,4722,14/6/2012,North,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,3,16,Mid, F,442,Small_Unit,2088000,4724,14/6/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,3,27,High, B,630,Large_Unit,2900000,4603,13/6/2012,South,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,8,22,Mid, C,551,Middle_Unit,2550000,4628,13/6/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,10,4,Low, B,630,Large_Unit,2550000,4048,13/6/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,7,20,Mid, C,546,Middle_Unit,2500000,4579,12/6/2012,West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,6,13,Mid, C,546,Middle_Unit,2500000,4579,12/6/2012,South East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,4,32,High, E,446,Small_Unit,2120000,4753,11/6/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,6,1,Low, B,630,Large_Unit,2528000,4013,11/6/2012,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,7,20,Mid, F,441,Small_Unit,2205000,5000,11/6/2012,North East,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,9,2,Low, E,446,Small_Unit,1990000,4462,8/6/2012,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,2,35,High, E,448,Small_Unit,2380000,5313,8/6/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,3,17,Mid, D,540,Middle_Unit,2600000,4815,8/6/2012,North,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,7,34,High, D,544,Middle_Unit,2700000,4963,8/6/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,7,34,High, C,546,Middle_Unit,2880000,5275,8/6/2012,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,7,3,Low, D,551,Middle_Unit,2418000,4388,7/6/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,10,8,Low, B,633,Large_Unit,2771384,4378,7/6/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 3 Chestwood ,6,9,Low, H,552,Middle_Unit,2330000,4221,6/6/2012,North West,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,1,22,Mid, F,449,Small_Unit,2050000,4566,5/6/2012,East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,14,24,Mid, C,551,Middle_Unit,2400000,4356,5/6/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,13,21,Mid, F,449,Small_Unit,2095000,4666,5/6/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,14,15,Mid, E,448,Small_Unit,2200000,4911,5/6/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,8,22,Mid, F,442,Small_Unit,2200000,4977,5/6/2012,North West,10. Poor Street (Busy Road),1500,2
 1 Locwood ,2,19,Mid, H,549,Middle_Unit,2480000,4517,5/6/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,6,20,Mid, B,633,Large_Unit,2200000,3476,5/6/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,4,2,Low, F,449,Small_Unit,2030000,4521,4/6/2012,West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,6,8,Low, A,636,Large_Unit,3010000,4733,4/6/2012,South East,1. Premium Plus (Full Park),500,9
 7 Kenswood ,14,29,High, E,446,Small_Unit,2270000,5090,4/6/2012,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,4,32,High, F,442,Small_Unit,2200000,4977,1/6/2012,West,10. Poor Street (Busy Road),1400,2
 2 Sherwood ,5,21,Mid, C,551,Middle_Unit,2510000,4555,1/6/2012,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,5,9,Low, F,449,Small_Unit,2000000,4454,1/6/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,5,19,Mid, D,540,Middle_Unit,2550000,4722,1/6/2012,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,10,4,Low, F,449,Small_Unit,2160000,4811,1/6/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,1,11,Mid, D,547,Middle_Unit,2300000,4205,31/5/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,3,19,Mid, F,441,Small_Unit,2250000,5102,31/5/2012,East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,4,28,High, D,551,Middle_Unit,2668000,4842,31/5/2012,South,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,7,5,Low, G,547,Middle_Unit,2450000,4479,31/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,4,6,Low, E,446,Small_Unit,2150000,4821,30/5/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,8,31,High, A,629,Large_Unit,3300000,5246,30/5/2012,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,14,22,Mid, E,448,Small_Unit,2238000,4996,30/5/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,2,2,Low, D,551,Middle_Unit,2310000,4192,29/5/2012,South,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,5,26,High, G,547,Middle_Unit,2380000,4351,29/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,13,19,Mid, H,549,Middle_Unit,2480000,4517,29/5/2012,North,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,9,34,High, D,544,Middle_Unit,2438000,4482,29/5/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,7,3,Low, A,638,Large_Unit,2550000,3997,29/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,7,10,Low, B,630,Large_Unit,2768000,4394,29/5/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,12,33,High, E,446,Small_Unit,2380000,5336,29/5/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,7,27,High, B,630,Large_Unit,2780000,4413,29/5/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,9,4,Low, A,638,Large_Unit,2338000,3665,28/5/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,6,Low, F,442,Small_Unit,2080000,4706,28/5/2012,North East,4. Good Open (Distant Greenery),1400,7
